va	string
0x140f84b9f	J@s&0r
0x140f84c80	(YT\!m
0x140f84ce2	B4Q/;4]
0x140f84d7e	+4,yx?
0x140f84dcf	rAWRo&3
0x140f84f9e	fne*N@
0x140f85487	E/=d^P
0x140f857fe	XpP`W?s
0x140f859de	r"j9{p
0x140f85e09	kX@p@p0#
0x140f86522	'(hr!r
0x140f86a17	YatR73
0x140f86c90	gIL|1Q
0x140f872c8	*5$PFIm
0x140f873af	{s&63_zM
0x140f87411	;cy=x7
0x140f87486	jjMm}t
0x140f876f6	N|XF3CW,{
0x140f87956	B7()+>*
0x140f87b6c	+G1x0>
0x140f87f79	7O[*vz
0x140f88bce	4T<2[p
0x140f88f4f	2}d<)"t
0x140f89141	PY3/uY
0x140f8915b	mAAm5t
0x140f8942b	*oe`=l
0x140f89542	t#Zz\17
0x140f89809	r5C0zH.f
0x140f8981e	;Cac*[
0x140f89967	P#,:Xj
0x140f899fc	Zl=,cc:?
0x140f89a38	S(\S(F
0x140f89c41	yB7v2i
0x140f89d7b	9s9qLKcS
0x140f89e08	>@3|x/
0x140f89faf	G7'j$h
0x140f8a2c3	SS '"L!
0x140f8a32f	jEshJq
0x140f8a543	s:g0yRE
0x140f8ab58	Mw,5TF
0x140f8ab7c	Q474w6
0x140f8ac2a	j"5LRM
0x140f8ac5c	[UvG?gy
0x140f8aeb9	D}&}}7
0x140f8af1b	=@dJ2?yf
0x140f8af8e	cl~30'
0x140f8b015	bZETyPqB
0x140f8b1cc	MT!.Oj
0x140f8b86b	6QT\mq^
0x140f8b95f	N{1\E;
0x140f8ba5e	"r^3rFJ
0x140f8bcda	n-JD,zS
0x140f8c084	7c6y^:
0x140f8c0a3	BaFxJB
0x140f8c1f7	TH)<By
0x140f8c2f5	-kHEBG;`
0x140f8c610	tY't1"w
0x140f8c8b6	dE0=Q\
0x140f8cb60	RtlGetVersion
0x140f8cba0	HP_WKS_SWTOOLS_DRIVER.sys helper
0x140f8cbc8	Reading %s at address 0x%.16I64X...
0x140f8cbf0	Can't read %s at address 0x%.16I64X...
0x140f8cc58	Y}WtjUE}U1=""=
0x140f8cc77	_5Q&2pSB
0x140f8cc92	Me{mIFB\F&
0x140f8cd16	tcx5GQU
0x140f8cd20	^CQvgat
0x140f8cd40	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789
0x140f8cd98	4.>66t>66
0x140f8cdc0	abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
0x140f8cdf8	iSkHFCcUNQBU
0x140f8ce20	nHP}XVIOHlNUJUPY[Y
0x140f8ce50	abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789
0x140f8ce98	iostream stream error
0x140f8cec0	0123456789ABCDEF
0x140f8ced8	bad cast
0x140f8cee8	string too long
0x140f8cf00	iostream
0x140f8cf10	bad locale name
0x140f8cf20	ios_base::badbit set
0x140f8cf38	ios_base::failbit set
0x140f8cf50	ios_base::eofbit set
0x140f8cf78	%sEPT_runtime_hash.csv
0x140f8cf90	Time,Type,Path,Length,SHA256
0x140f8cfb0	"%04u-%02u-%02u %02u:%02u:%02u.%03u","runtime-driver-image","%s",%llu,"%s"
0x140f8d130	C:\Windows\System32
0x140f8d148	<HOST_PATH>\<DIR>
0x140f8d160	CI00 open_auth begin path=%s comm=%s ioctlAuth=0x%08lX magic=0x%08lX
0x140f8d1b0	CI01 open_failed gle=%lu path=%s comm=%s
0x140f8d1e0	CI02 auth_stage0_failed ioctl=%d gle=%lu ret=%lu decode=%d stage=%lu packetPid=%lu pid=%lu nonce=0x%08lX comm=%s ioctlAuth=0x%08lX
0x140f8d270	CI03 auth_stage1_failed ioctl=%d gle=%lu ret=%lu decode=%d stage=%lu packetPid=%lu pid=%lu session=0x%08lX comm=%s ioctlAuth=0x%08lX
0x140f8d300	CI04 auth_success comm=%s session=0x%08lX ioctlRun=0x%08lX
0x140f8d340	SYSTEM\CurrentControlSet\Services
0x140f8d370	CI06 scan_existing attached service=%s comm=%s ioctlRun=0x%08lX session=0x%08lX
0x140f8d3c8	CI08 comm_init begin h=%p session=0x%08lX comm=%s
0x140f8d400	CI09 comm_init reuse_current comm=%s session=0x%08lX
0x140f8d440	CI10 comm_init attached_existing comm=%s session=0x%08lX
0x140f8d480	CI11 comm_init direct_open_ok comm=%s session=0x%08lX
0x140f8d4c0	CI13 comm_init driver_load_failed driverStage=%s win32=%lu nt=0x%08lX driver=%s comm=%s
0x140f8d520	CI15 comm_init open_after_load_failed commStage=%s win32=%lu driverStage=%s driverWin32=%lu nt=0x%08lX driver=%s comm=%s
0x140f8d5a0	CI16 comm_init new_load_ok driver=%s comm=%s session=0x%08lX ioctlRun=0x%08lX
0x140f8d5f0	CI17 close_comm h=%p session=0x%08lX comm=%s
0x140f8d630	CI18 reopen_fresh driver_load_failed driverStage=%s win32=%lu nt=0x%08lX driver=%s
0x140f8d690	CI19 reopen_fresh open_auth_failed commStage=%s win32=%lu driverStage=%s driverWin32=%lu nt=0x%08lX driver=%s comm=%s
0x140f8d710	CI20 reopen_fresh ok driver=%s comm=%s session=0x%08lX ioctlRun=0x%08lX
0x140f8d760	RC01 invalid_state h=%p in=%p session=0x%08lX comm=%s ioctlRun=0x%08lX
0x140f8d7b0	RC00 send mode=%lu serialMode=%d diskLen=%lu comm=%s ioctlRun=0x%08lX session=0x%08lX
0x140f8d810	RC02 ioctl_failed gle=%lu ret=%lu comm=%s ioctlRun=0x%08lX session=0x%08lX driver=%s
0x140f8d870	RC03 decode_failed ret=%lu marker=0x%08lX comm=%s ioctlRun=0x%08lX session=0x%08lX driver=%s
0x140f8d8d0	RC04 session_mismatch ret=%lu response=0x%08lX expected=0x%08lX comm=%s ioctlRun=0x%08lX driver=%s
0x140f8d940	RC06 success ret=%lu common=0x%08lX mode=%lu serialMode=%d comm=%s session=0x%08lX
0x140f8d9a0	HS00 begin mode=%lu serialMode=%d diskLen=%lu comm=%s session=0x%08lX
0x140f8d9f0	HS01 register_failed mode=%lu serialMode=%d commStage=%s commWin32=%lu driverStage=%s driverWin32=%lu nt=0x%08lX
0x140f8da70	HS02 common_mismatch common=0x%08lX expected=0x12345678 mode=%lu serialMode=%d comm=%s session=0x%08lX
0x140f8dad8	HS03 success mode=%lu serialMode=%d comm=%s session=0x%08lX
0x140f8db20	HS11 first_failed reopen_fresh commStage=%s commWin32=%lu driverStage=%s driverWin32=%lu nt=0x%08lX
0x140f8db90	HS12 reopen_failed commStage=%s commWin32=%lu driverStage=%s driverWin32=%lu nt=0x%08lX
0x140f8dbf0	HS13 second_attempt mode=%lu serialMode=%d comm=%s session=0x%08lX
0x140f8dc38	EPT Hardware Console - 
0x140f8dc90	--shift-open
0x140f8dca0	--nsp-runtime-child
0x140f8dddb	DSE-%lu
0x140f8de55	%s-NT=0x%08lX
0x140f8decb	%s-W%lu
0x140f8df54	%s-W%lu
0x140f8dfb7	%s/%s-W%lu
0x140f8e013	%s-NT=0x%08lX-W%lu/%s-W%lu
0x140f8e030	SP_NOERROR
0x140f8e040	SP_NOINIT
0x140f8e050	SP_WSAFAILED
0x140f8e060	SP_CONNECTFAILED
0x140f8e078	SP_DATAERROR
0x140f8e088	SP_NOLOADCLOUDDLL
0x140f8e0a0	SP_FAILEDWRITE
0x140f8e0b0	SP_EXPIREDTOKEN
0x140f8e0c0	SP_UNKNOWNERRROR
0x140f8e0d8	SP_INVALIDCARD
0x140f8e0e8	SP_EXPIREDCARD
0x140f8e0f8	SP_BANNEDCARD
0x140f8e108	SP_INVALIDAGENT
0x140f8e118	SP_BANNEDAGENT
0x140f8e128	SP_MAXONLINE
0x140f8e138	SP_OFFLINE
0x140f8e148	SP_ANOTHERUSERUNBIND
0x140f8e160	SP_INVALIDPARAM
0x140f8e170	SP_FYINOTENOUGH
0x140f8e180	SP_NOACTIVATEDCARD
0x140f8e198	SP_LOGINEXCEPTION
0x140f8e1b0	SP_FAILEDACTIVATECARD
0x140f8e1c8	SP_BINDMSGDIFF
0x140f8e1d8	SP_FAILEDGETCARD
0x140f8e1f0	SP_NOBIND
0x140f8e200	SP_MAXUNBINDCOUNT
0x140f8e218	SP_DISABLELOGIN
0x140f8e228	SP_UNKNOWN_CODE
0x140f8e238	%s\SysWOW64\SPVerifyDiag.log
0x140f8e258	C:\Windows\SysWOW64\SPVerifyDiag.log
0x140f8e280	[%04u-%02u-%02u %02u:%02u:%02u] 
0x140f8e2a8	stage=%s ret=%d name=%s
0x140f8e2c0	stage=%s value=%d
0x140f8e2d8	user32.dll
0x140f8e2e8	MessageBoxTimeoutA
0x140f8e3b8	<HOST_PATH>\<DIR>ware
0x140f8e3d8	C:\Windows\System32\Hardware
0x140f8e3f8	<HOST_PATH>\<DIR>ware.exe
0x140f8e420	C:\Windows\System32\Hardware.exe
0x140f8e4e8	<HOST_PATH>\<DIR>cmd
0x140f8e508	C:\Windows\System32\EPT.cmd
0x140f8e528	<HOST_PATH>\<DIR>.cmd
0x140f8e548	C:\Windows\System32\hwid.cmd
0x140f8e568	<HOST_PATH>\<DIR>cmd
0x140f8e588	C:\Windows\System32\ept.cmd
0x140f8e5a8	<HOST_PATH>\<DIR>cmd.tmp
0x140f8e5c8	C:\Windows\System32\EPT.cmd.tmp
0x140f8eb54	TITLE=
0x140f8eb68	VERMSG=
0x140f8eba8	EPT Hardware Console
0x140f8f910	Microsoft YaHei UI
0x140f8f974	STATIC
0x140f8fa24	BUTTON
0x140f8fa40	NspFirstRunDisclaimerWindow
0x140f8fb00	%02u:%02u:%02u
0x140f8fc28	tooltips_class32
0x140f8fe18	License Key
0x140f90150	NspSetupWindow
0x140f901d8	0123456789ABCDEFHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
0x140f90260	SeShutdownPrivilege
0x140f904a8	cmd.exe /d /s /c "
0x140f904c0	HardwareTask.xml
0x140f90908	DisableAntiSpyware
0x140f90920	SOFTWARE\Policies\Microsoft\Windows Defender
0x140f90950	DisableBehaviorMonitoring
0x140f90970	SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection
0x140f909b8	DisableIOAVProtection
0x140f909d0	DisableOnAccessProtection
0x140f909f0	DisableRealtimeMonitoring
0x140f90a18	SYSTEM\CurrentControlSet\Services\SecurityHealthService
0x140f90a50	DisableSR
0x140f90a60	Software\Policies\Microsoft\Windows NT\SystemRestore
0x140f90a98	CEIPEnable
0x140f90aa8	SOFTWARE\Policies\Microsoft\SQMClient\Windows
0x140f90ad8	2023-05-08T09:59:52Z
0x140f90af0	PauseFeatureUpdatesStartTime
0x140f90b10	SOFTWARE\Microsoft\WindowsUpdate\UX\Settings
0x140f90b40	2042-07-07T09:59:52Z
0x140f90b58	PauseFeatureUpdatesEndTime
0x140f90b78	PauseQualityUpdatesStartTime
0x140f90b98	PauseQualityUpdatesEndTime
0x140f90bb8	PauseUpdatesStartTime
0x140f90bd0	PauseUpdatesExpiryTime
0x140f90be8	FlightSettingsMaxPauseDays
0x140f90c08	FeatureSettingsOverride
0x140f90c20	SYSTEM\CurrentControlSet\Control\Session Manager\Memory Management
0x140f90c68	FeatureSettingsOverrideMask
0x140f90c88	FeatureSettings
0x140f90c98	Enabled
0x140f90ca0	SYSTEM\CurrentControlSet\Control\DeviceGuard\Scenarios\HypervisorEnforcedCodeIntegrity
0x140f90cf8	VerifiedAndReputablePolicyState
0x140f90d18	SYSTEM\CurrentControlSet\Control\CI\Policy
0x140f90d48	EnableLUA
0x140f90d58	SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System
0x140f90d98	FilterAdministratorToken
0x140f90db8	HiberbootEnabled
0x140f90dd0	SYSTEM\CurrentControlSet\Control\Session Manager\Power
0x140f90e08	ShutdownWithoutLogon
0x140f91df8	C:\Windows\Temp\HardwareTask.xml
0x140f91e20	<HOST_PATH>\<DIR>Task.xml
0x140f91e48	@echo off
0x140f91e58	chcp 65001 >nul
0x140f91e70	setlocal
0x140f91e80	if /i "%~1"=="del" goto clear
0x140f91ea0	echo Usage: EPT del
0x140f91eb8	exit /b 1
0x140f91ec8	:clear
0x140f91ed8	fltmc >nul 2>nul
0x140f91ef0	if errorlevel 1 (
0x140f91f10	    powershell -NoProfile -ExecutionPolicy Bypass -Command "Start-Process -FilePath '%~f0' -ArgumentList 'del' -Verb RunAs -Wait"
0x140f91f98	    exit /b %errorlevel%
0x140f91fb8	taskkill /f /im Hardware.exe >nul 2>nul
0x140f91fe8	taskkill /f /im R3.exe >nul 2>nul
0x140f92010	schtasks /Delete /TN "\Microsoft\Hardware" /F >nul 2>nul
0x140f92050	del /f /q "C:\Windows\System32\Hardware.exe" >nul 2>nul
0x140f92090	del /f /q "C:\Windows\System32\Hardware" >nul 2>nul
0x140f920c8	del /f /q "<HOST_PATH>\<DIR>ware.exe" >nul 2>nul
0x140f92108	del /f /q "<HOST_PATH>\<DIR>ware" >nul 2>nul
0x140f92140	del /f /q "C:\Windows\Temp\HardwareTask.xml" >nul 2>nul
0x140f92180	del /f /q "<HOST_PATH>\<DIR>Task.xml" >nul 2>nul
0x140f921c0	del /f /q "%TEMP%\HardwareTask.xml" >nul 2>nul
0x140f921f8	rmdir /s /q "C:\Windows\System32\Logs" >nul 2>nul
0x140f92230	rmdir /s /q "C:\Windows\System32\HardwareLogs" >nul 2>nul
0x140f92270	rmdir /s /q "<HOST_PATH>\<DIR>" >nul 2>nul
0x140f922a8	rmdir /s /q "<HOST_PATH>\<DIR>wareLogs" >nul 2>nul
0x140f922e8	echo [OK] HWID deployment data cleared
0x140f92318	exit /b 0
0x140f92328	-reboot
0x140f92410	rmdir /s /q "C:\Windows\System32\Logs"
0x140f92438	rmdir /s /q "C:\Windows\System32\HardwareLogs"
0x140f92468	rmdir /s /q "<HOST_PATH>\<DIR>"
0x140f92490	rmdir /s /q "<HOST_PATH>\<DIR>wareLogs"
0x140f92508	StoredVerify.begin
0x140f92520	StoredVerify.StoredAuthorizationUsable
0x140f92550	<REDACTED_EMBEDDED_VERIFY_TOKEN>
0x140f92640	StoredVerify.SP_Verify_Init
0x140f92660	StoredVerify.init_failed_soft_allow
0x140f92688	yz.hwid001.com
0x140f92698	StoredVerify.SetHost yz.hwid001.com:1029
0x140f926c8	StoredVerify.SP_Verify_GetServerOption
0x140f926f0	StoredVerify.option_failed_soft_allow
0x140f92718	StoredVerify.SP_Verify_CardLogin
0x140f92740	StoredVerify.cardlogin_denied_clear_or_block
0x140f92770	StoredVerify.cardlogin_failed_soft_allow
0x140f927a0	StoredVerify.SP_Verify_IsLogin
0x140f927c0	StoredVerify.islogin_failed_soft_allow
0x140f927e8	stage=StoredVerify.SP_Cloud_Beat ok=%d ret=%d name=%s
0x140f92820	StoredVerify.beat_hard_deny_clear_or_block
0x140f92850	StoredVerify.beat_not_soft_allow_clear_or_block
0x140f92880	StoredVerify.allow
0x140f92930	sc.exe config "AntiCheatExpert Protection" start= delayed-auto
0x140f92970	sc.exe config "AntiCheatExpert Service" start= delayed-auto
0x140f929b0	SeDebugPrivilege
0x140f92ae0	MAIN startup admin=%d cfgMissing=%d cfgPath=%s exePath=%s
0x140f92c1f	 -now -reboot -ins -c 
0x140f92c37	 ept del
0x140f92c51	 -reboot 
0x140f92c87	 -h / -n / -m 
0x140f92d10	CliConfigUpdate.begin
0x140f92d28	CliConfigUpdate.LoadConfig
0x140f92d48	CliConfigUpdate.StoredAuthorizationUsable
0x140f92da0	CliConfigUpdate.VerifyStoredCardStatusBeforeUse
0x140f92dd8	Dynamic serial generate failed.
0x140f92e50	SetupFlow.begin
0x140f92e60	Setup.SP_Verify_Init
0x140f92e88	Setup.SetHost yz.hwid001.com:1029
0x140f92eb0	Setup.SP_Verify_GetServerOption
0x140f92ee8	Setup.SP_Verify_GetNotice
0x140f92f10	stage=Setup.SP_Verify_GetLastestVersionInfo ret=%d name=%s self=%d server=%d force=%d
0x140f92fb8	Setup.SP_Verify_CardLogin
0x140f930d9	Dynamic serial: 
0x140f93108	Setup.SaveConfig
0x140f93140	Setup.StoredAuthorizationUsableAfterSave
0x140f93190	Setup.SP_Verify_IsLogin
0x140f93208	StoredFlow.begin
0x140f93220	StoredFlow.LoadConfig
0x140f93238	StoredFlow.StoredAuthorizationUsable
0x140f93288	Dynamic serial save failed.
0x140f932a8	Dynamic serial: 
0x140f932c0	StoredFlow.VerifyStoredCardStatusBeforeUse
0x140f93350	RUN dse_read ret=%lu captured=%d method=%d provider=%s line=%lu
0x140f933b0	RUN dse_disable ret=%lu method=%d provider=%s startRc=%d startWin32=%lu helper=%d line=%lu
0x140f93420	Run.StoredAuthorizationUsableBeforeDriver
0x140f93470	RUN comm_init result=%d commStage=%s commWin32=%lu driverStage=%s driverWin32=%lu nt=0x%08lX driver=%s comm=%s ioctlRun=0x%08lX session=0x%08lX
0x140f93500	Dynamic serial is empty.
0x140f93560	 HWID 
0x140f93570	RUN apply soft_success dynamic=%d cliSwitch=%d commStage=%s driverStage=%s
0x140f93609	HWID-RUN-FAILED
0x140f93620	Run.skip_driver_load_because_authorization_not_usable
0x140f93688	invalid string position
0x140f9386e	LySPQR
0x140f94fba	zj&upc
0x140f96498	08FxB{
0x140f9798b	"*$(& ((,
0x140f97c59	*.,..&0E
0x140f97ca4	L.N.P&R
0x140f97cd1	d.f.h&f-
0x140f97fd1	@08~xB{
0x140f9c174	1W_n6j1W_
0x140f9c17e	^"1W_Ffk !
0x140f9c1c4	\ Hjw|
0x140f9c295	7%0]S_
0x140f9c5fd	<,@nJ)$
0x140f9cc25	\dO:i7)
0x140f9cd85	F2(Co%C[1
0x140f9ce9c	Nx=TIi
0x140f9d089	_SC;lAx
0x140f9d3ac	<<AS++
0x140f9d445	E:N+}<
0x140f9d867	jS7^a%
0x140f9d8c7	|!'f!6
0x140f9db3c	.~0d[p5
0x140f9db49	ghxC]N
0x140f9dcdc	6sA6d$
0x140f9f091	kY2:"6
0x140f9f121	Wd?J4@
0x140fa23bf	8qtw)\6v
0x140fa4b70	RT%oiy
0x140fa4cd0	<Y7rdM+
0x140fa5594	h&j\taeIfV
0x140fa8c3c	9ARtZU8$
0x14112f350	.?AVCSLock@@
0x14112f388	_fSu1+c
0x141130af2	w?n"1mr
0x141153fca	                          
0x1411540aa	abcdefghijklmnopqrstuvwxyz
0x1411540ca	ABCDEFGHIJKLMNOPQRSTUVWXYZ
0x1411541e2	((((((((((((((((((((((((((
0x1411542d1	abcdefghijklmnopqrstuvwxyz
0x1411542f1	ABCDEFGHIJKLMNOPQRSTUVWXYZ
0x1411546ad	d[[[[[
0x1411546ba	[[[[[[[[[[[[js
0x1411546c9	[RRRR[[[[w|w
0x1411546dc	vv[[[[[[[[[[[
0x14115479c	@@@@AI@@@@LB@@@@@@@@ODS@@@DWC\@`@@@@@@@@@@@@@@dfnk@@jF@@DF@@[D@@
0x141154d28	.?AVlogic_error@std@@
0x141154d50	.?AVlength_error@std@@
0x141154d78	.?AVout_of_range@std@@
0x141154da0	.?AVbad_exception@std@@
0x141154dc8	.?AVbad_alloc@std@@
0x141154df0	.?AVexception@std@@
0x141154e18	.?AVbad_array_new_length@std@@
0x141154e48	.?AVfailure@ios_base@std@@
0x141154e78	.?AVruntime_error@std@@
0x141154ea0	.?AVsystem_error@std@@
0x141154ec8	.?AVbad_cast@std@@
0x141154ef0	.?AV_System_error@std@@
0x141154f20	.?AVtype_info@@
0x141154f40	.?AV_Generic_error_category@std@@
0x141154f78	.?AV_Locimp@locale@std@@
0x141154fb0	.?AV?$basic_filebuf@DU?$char_traits@D@std@@@std@@
0x141154ff8	.?AV?$codecvt@DDU_Mbstatet@@@std@@
0x141155030	.?AV?$basic_ifstream@DU?$char_traits@D@std@@@std@@
0x141155078	.?AVios_base@std@@
0x1411550a0	.?AVerror_category@std@@
0x1411550d0	.?AV?$ctype@D@std@@
0x1411550f8	.?AVcodecvt_base@std@@
0x141155120	.?AV_Facet_base@std@@
0x141155148	.?AU_Crt_new_delete@std@@
0x141155178	.?AV?$_Iosb@H@std@@
0x1411551a0	.?AV_Iostream_error_category2@std@@
0x1411551e0	.?AV?$basic_ofstream@DU?$char_traits@D@std@@@std@@
0x141155230	.?AV?$basic_streambuf@DU?$char_traits@D@std@@@std@@
0x141155278	.?AUctype_base@std@@
0x1411552a0	.?AV?$basic_istream@DU?$char_traits@D@std@@@std@@
0x1411552e8	.?AV?$basic_ios@DU?$char_traits@D@std@@@std@@
0x141155328	.?AVfacet@locale@std@@
0x141155350	.?AV?$basic_ostream@DU?$char_traits@D@std@@@std@@
0x14115b120	<HOST_PATH>\Users\<USER>\AppData\Local\Temp\EPT_3C9F3CEF_69BB4F9F.exe
0x14116d049	#pk""'""
0x14116d0c2	5o<:Q)
0x14116d6f4	/hZG%7H
0x14116d7e5	>s='tEv
0x14116de50	;+>CLAH
0x14116e2f5	@B6oLk
0x14116e34c	/#V:uaN
0x14116e620	&]uUN2
0x14116e972	g-]oWw
0x14116e9f2	I7~EA0
0x14116ebc1	}}hK*8
0x14116ebf1	,lqxgH
0x14116ed4d	,li:Zf
0x14116f0b5	5NE`d8
0x14116f42e	<1(0*KE
0x14116f450	ig'>~HQY
0x14116f6e7	&_l`5Y2
0x14116f720	]@26Zt
0x14116f7b3	:vcM;V)
0x14116f8ee	c9g}%-c
0x14116faa7	Z\)TZ=
0x141170021	B`w/KEK
0x1411702e5	X0(T0Q
0x141170676	\|m,[B
0x1411706e4	z jb(\@
0x141170894	8}(xd?K}Q
0x14117097c	#v8y>[
0x141170ef0	[R.*"+<
0x14117101f	]m8;/5
0x141171623	V>!=d&
0x14117164c	7V>!=z
0x141171845	`?L1Th
0x141171bec	xJp$v-
0x14117411d	D$ V/$
0x1411741a9	T$@AVAPH
0x141174294	T$8WE:
0x141174737	\$ fA#
0x141174880	f!t$ f
0x141174bc3	&>fD9L$
0x141174f30	T*j,T)
0x141174fc3	4#AQVA
0x1411750c1	V> ASH
0x141175553	nj^K5NNz^K5Z>
0x1411757bb	xZR!>U
0x14117591a	9SI_6cUO
0x141175f6e	|$`fE3
0x141175fa7	<4=a9fD
0x1411763dc	j=-#wh
0x1411764c1	ow08_`
0x14117656c	<p7k:L
0x1411768db	37AQD*d$
0x1411768ee	D$ ARE:
0x141176946	D3L$<fA
0x14117694f	6D1L$0fA
0x141176b54	G(.J)@
0x1411776e2	v{C?W,
0x141177793	9&wvP-
0x1411778e2	D:*nv+
0x141177965	8hkhTu,`
0x141177ee7	Xm>pv`
0x141178207	 +V'uEd
0x141178392	uz%l5V
0x14117894d	q-me1V!
0x141178c77	U}5"8X
0x141178c82	FpqBp2*^E\5a
0x141178ce1	5%)fWl
0x141179057	mcSq9&
0x14117928f	H9Y8vMH
0x141179331	|$ ATH
0x141179391	G0H9G8u_A
0x141179430	@SWAUH
0x141179460	l$@fffff
0x141179491	s)fffff
0x141179512	l$ WAUAVH
0x141179559	L93uhM
0x1411795e6	 A^A]_
0x1411797d6	R#\LQ:,^
0x141179fe6	ASAUAPH
0x14117a193	}xZ Z3
0x14117a350	T$ L9d$P
0x14117a6cd	9j$n!f-
0x14117a950	biL$-bbiLe
0x14117a99e	}1O9F"
0x14117a9cc	zz2)6+
0x14117aa86	P.kgFH
0x14117afef	doL_/QdoL
0x14117b000	1doLn.
0x14117b243	/u'ix~
0x14117b562	8%^fRv
0x14117b8f8	A]BjWOA
0x14117bae7	U`SAMziSMUg
0x14117be78	{&QC)k
0x14117c98e	<.{<=zT
0x14117ca4c	j$|MzJ
0x14117cb1b	y'2#;%
0x14117cb76	Q2#;%1
0x14117cb89	g#*3#;%
0x14117cba2	2#;%>Y
0x14117cbcf	BNr@eP~7
0x14117cbe3	x3#;%L
0x14117cbf8	$92#;%
0x14117cc34	RC)Vq_
0x14117cd40	mqrq/6
0x14117cd7f	a-;<HuC+[[
0x14117cda7	eDig"h
0x14117d250	L$8ASI
0x14117d480	02tqa_
0x14117d75e	MCe|-ue
0x14117dc0d	0'0S9t
0x14117ddbb	`zglfq
0x14117dddc	t$ WATAUE3
0x14117deac	t$8A]A\_
0x14117e307	$J(oLU
0x14117e314	R(oLUM
0x14117e5d5	T$8ATJ
0x14117e72c	T$0!t$(
0x14117e95a	D$0AWI
0x14117ee7b	Y%\.Yn
0x14117eeda	oV_X/~
0x14117f2bc	t$8;R4
0x14117f38b	|$8AQA
0x14117f97e	D3T$YfB
0x14117fe24	SG<E1_e
0x1411800e0	+^O~B?
0x1411803d8	en!@`s
0x14118059f	fD#t$4f
0x141180910	ATAUASI
0x141181161	-c7fDqp-h
0x141181520	$C;sY.W
0x141182337	VAQh=J*^
0x14118280c	mlT?+YY
0x14118291a	_rX[6Ww
0x14118294b	t."t?u
0x141182a66	_r$4|h
0x141182b25	RdI;%&?
0x141182b40	0QHSdI;
0x141182b57	RdI;%`^(
0x141182b68	ojCSdI;
0x141182bd2	dmm)zqV
0x1411833e6	P4,0:.
0x1411836ca	^y~V$7
0x1411837d4	t$32T$5f
0x1411837f7	t$ 8t$ 
0x141183943	|$ #nD
0x141183f66	gwMDeR6
0x14118403c	N0N:|R
0x1411840d9	 M5<!>|R
0x1411840ed	x=(97h5
0x141184308	#%!G )3_
0x141184992	F[B')y
0x141184af1	eQ7O0#y
0x1411850ff	hMTgeG
0x1411853ad	DPH1N<
0x141185764	ut4"FL:
0x141185829	uqNX}Ot
0x141185ac9	aK@IBm[j
0x141185e96	W\Nh{?
0x14118637f	b_wbH^%
0x14118648e	n5n4sA H
0x141186752	!Ca#UyO>7B
0x141186b5d	9U/nr0
0x141186b80	|N^x-I
0x141186d57	f3l$5H
0x141186e5a	UAEM`.
0x141186f9c	?2moK+
0x141186fce	A3]kBl
0x14118753c	ICO,EW
0x1411879f2	(tVXfNo7[N
0x141187cea	fD;L$#
0x141187fea	WATAUH
0x14118807e	l$PL9#u
0x1411880c0	0A]A\_
0x1411880f1	|$ ATH
0x141188261	H SUVWATH
0x14118831a	PA\_^][
0x14118839f	ha|`kv
0x14118877f	Lf3T$nH
0x14118960d	%L1d$(H
0x141189c52	&oia_Bu'
0x141189c8b	\.Y~V&
0x141189ef8	L3D$ A
0x141189f07	fD3D$ F
0x14118a14d	aL ;A\=$D*E
0x14118a41c	yARATL
0x14118a423	d$(ASA
0x14118a505	|$(AWI
0x14118a6d7	D$0AWH
0x14118a7df	D0t$ I
0x14118a9c8	T$HL)t$8f
0x14118aa1c	AWL#|$XWH
0x14118aaa5	VWATAUAVH
0x14118aaf2	>\ucH;
0x14118abde	@A^A]A\_^
0x14118abfb	SUVWATAUAVAWH
0x14118af15	hA_A^A]A\_^][
0x14118afe1	f1\$0H
0x14118afe8	\$0AVH
0x14118affb	>8*o"?
0x14118b4a1	|$ ATH
0x14118b5c7	meRzGH
0x14118b7d6	oAXWR&
0x14118b80d	3@XWRX
0x14118b85f	WYVR&KZ
0x14118c02b	Ob%]x(wb%]
0x14118c27f	rYeL5l
0x14118c4af	?S"WP++
0x14118c866	Xx9|~}
0x14118ca11	OC9d)e
0x14118cc84	eBOFhi
0x14118cd0c	8]b?|9
0x14118cdd8	_ASATI
0x14118d01d	29'w3Y
0x14118d10e	[wtL:dO
0x14118d182	WG&qLgHHF
0x14118d44f	fT\f#p
0x14118d7fc	7zD2Y8
0x14118d9a4	\$0QAR
0x14118d9d2	D$ VSI
0x14118dbc8	,]DJDkP
0x14118dd21	+.'fG$
0x14118e34c	|%Bedh?
0x14118e3be	Rr!Pz"#3V
0x14118e502	I9+#XU"26C
0x14118e573	|$(Lc|$X
0x14118e61b	D$ AVI
0x14118e66d	/Nf+T$)L
0x14118e722	ZA:&,x
0x14118e75a	SEE;CijP[
0x14118eb92	: =cD|u=
0x14118ec9d	d$01fA
0x14118ee09	V6#_T?
